,user_id_idx,item_id_idx,pred_items,intrsctn_itm@1,recall@1,precision@1,ranks@1,ndcg@1,mrr@1,intrsctn_itm@3,recall@3,precision@3,ranks@3,ndcg@3,mrr@3,intrsctn_itm@5,recall@5,precision@5,ranks@5,ndcg@5,mrr@5,intrsctn_itm@10,recall@10,precision@10,ranks@10,ndcg@10,mrr@10,intrsctn_itm@20,recall@20,precision@20,ranks@20,ndcg@20,mrr@20,intrsctn_itm@50,recall@50,precision@50,ranks@50,ndcg@50,mrr@50,intrsctn_itm@100,recall@100,precision@100,ranks@100,ndcg@100,mrr@100
11,16,[225],"[917, 1196, 2212, 1604, 2326, 486, 949, 2402, 110, 2429, 1870, 2210, 2500, 1916, 1495, 1063, 1786, 2341, 1187, 1702, 2265, 2315, 1614, 2043, 1353, 915, 1850, 918, 916, 760, 1930, 1275, 1072, 496, 2517, 1503, 1994, 1802, 1069, 2119, 1071, 1338, 1959, 2486, 2404, 1254, 2137, 1892, 1911, 923, 796, 1766, 1355, 376, 2108, 1381, 1222, 1067, 609, 1551, 2369, 560, 2373, 2297, 115, 2459, 1869, 1564, 461, 1068, 1539, 952, 1018, 1152, 1685, 1252, 1795, 1987, 2256, 1783, 1920, 1592, 111, 371, 1157, 2485, 1047, 1178, 1958, 1929, 1991, 1522, 1872, 2218, 757, 1044, 1790, 1596, 968, 959]",[],0.0,0.0,[],0.0,0,[],0.0,0.0,[],0.0,0,[],0.0,0.0,[],0.0,0.0,[],0.0,0.0,[],0.0,0.0,[],0.0,0.0,[],0.0,0.0,[],0.0,0.0,[],0.0,0.0,[],0.0,0.0,[],0.0,0.0
12,18,[6],"[2371, 1955, 2420, 2211, 1148, 428, 1771, 2369, 1617, 1481, 991, 2212, 2086, 594, 2326, 1364, 2237, 1345, 1441, 1440, 554, 2210, 89, 1604, 1550, 1976, 1006, 609, 992, 1331, 2052, 1917, 283, 1444, 2336, 469, 2058, 858, 2200, 859, 1196, 1029, 1916, 1495, 794, 1582, 1952, 642, 2311, 2265, 1408, 2227, 1201, 1534, 2421, 1451, 760, 1990, 465, 1251, 1614, 2341, 1272, 2142, 757, 1871, 127, 1892, 775, 1157, 1790, 993, 136, 2256, 2422, 2302, 1613, 2119, 1106, 1522, 981, 1906, 1929, 1994, 1901, 2016, 2459, 860, 1067, 1057, 1885, 796, 1712, 2038, 678, 755, 1346, 384, 619, 2190]",[],0.0,0.0,[],0.0,0,[],0.0,0.0,[],0.0,0,[],0.0,0.0,[],0.0,0.0,[],0.0,0.0,[],0.0,0.0,[],0.0,0.0,[],0.0,0.0,[],0.0,0.0,[],0.0,0.0,[],0.0,0.0,[],0.0,0.0
13,19,"[113, 699]","[1604, 2326, 2212, 1582, 1746, 760, 1916, 2211, 1138, 2466, 1959, 1489, 1705, 722, 2058, 1469, 1468, 1873, 1503, 2475, 1893, 571, 1911, 1495, 337, 609, 1892, 1829, 1928, 710, 1994, 888, 1551, 2351, 2257, 1011, 19, 642, 2341, 858, 1115, 1972, 2369, 841, 1097, 981, 1076, 1768, 2140, 1481, 2224, 2459, 1106, 673, 1546, 859, 217, 1869, 686, 1381, 454, 1576, 2373, 2517, 2290, 1193, 1991, 510, 1012, 790, 2108, 2379, 212, 796, 666, 1967, 1802, 860, 1032, 2210, 943, 1275, 1148, 2167, 1404, 2232, 963, 1338, 1703, 307, 2129, 1943, 598, 1484, 2433, 1132, 1930, 1727, 2130, 1790]",[],0.0,0.0,[],0.0,0,[],0.0,0.0,[],0.0,0,[],0.0,0.0,[],0.0,0.0,[],0.0,0.0,[],0.0,0.0,[],0.0,0.0,[],0.0,0.0,[],0.0,0.0,[],0.0,0.0,[],0.0,0.0,[],0.0,0.0
14,20,[128],"[2371, 2326, 1481, 1916, 2110, 1976, 2380, 1131, 2470, 794, 465, 1604, 1251, 2369, 1762, 1106, 2211, 1000, 2321, 1033, 389, 1617, 240, 2230, 1980, 2212, 454, 1915, 594, 2233, 2142, 1878, 1489, 1901, 2056, 1774, 1029, 1893, 247, 811, 1842, 2232, 1093, 1550, 2373, 1798, 554, 118, 1705, 1800, 2311, 1440, 800, 1116, 860, 10, 89, 2363, 1006, 1964, 905, 760, 2522, 192, 1245, 1917, 438, 943, 858, 1826, 2052, 2454, 1852, 1173, 2223, 609, 2160, 469, 2356, 859, 2306, 568, 2442, 2237, 2027, 1193, 2346, 1105, 974, 198, 802, 550, 1953, 1181, 1549, 805, 234, 2354, 1942, 1698]",[],0.0,0.0,[],0.0,0,[],0.0,0.0,[],0.0,0,[],0.0,0.0,[],0.0,0.0,[],0.0,0.0,[],0.0,0.0,[],0.0,0.0,[],0.0,0.0,[],0.0,0.0,[],0.0,0.0,[],0.0,0.0,[],0.0,0.0
15,21,[103],"[1488, 1870, 1318, 1473, 2025, 1699, 1869, 2326, 1438, 1196, 1365, 1542, 2485, 952, 1487, 1246, 1916, 2249, 1637, 636, 2484, 1835, 2487, 1000, 2027, 85, 137, 703, 1985, 1623, 1252, 670, 2295, 614, 2177, 1353, 1411, 305, 498, 2341, 946, 1756, 1745, 2212, 1604, 522, 496, 1474, 1157, 1099, 2019, 741, 870, 1898, 2330, 1339, 1596, 1802, 1349, 886, 701, 894, 1315, 2230, 1316, 292, 638, 630, 1338, 545, 1732, 2517, 2178, 2265, 1614, 2520, 2084, 526, 330, 1779, 213, 567, 2404, 1685, 1368, 2263, 2194, 2085, 625, 2016, 1495, 762, 2312, 404, 2211, 693, 573, 1033, 1253, 760]",[],0.0,0.0,[],0.0,0,[],0.0,0.0,[],0.0,0,[],0.0,0.0,[],0.0,0.0,[],0.0,0.0,[],0.0,0.0,[],0.0,0.0,[],0.0,0.0,[],0.0,0.0,[],0.0,0.0,[],0.0,0.0,[],0.0,0.0
16,25,"[313, 151]","[2326, 1916, 609, 1604, 760, 642, 2211, 1503, 1582, 1790, 2369, 1959, 2212, 2429, 2341, 1551, 551, 2265, 1196, 1994, 2351, 1614, 1489, 2140, 1381, 1576, 1076, 1802, 2256, 2517, 1991, 1873, 1779, 1915, 2098, 1627, 1522, 800, 498, 1911, 2108, 461, 1106, 1193, 1338, 1178, 247, 2404, 1705, 1360, 522, 2210, 2522, 2373, 811, 1842, 932, 1657, 571, 1495, 1870, 981, 1898, 10, 1534, 2459, 858, 1702, 1157, 1484, 1333, 2363, 2006, 438, 1209, 1648, 888, 1850, 1829, 1211, 1468, 524, 1891, 1549, 859, 1689, 1539, 2223, 1485, 2290, 340, 2306, 1115, 959, 2253, 2376, 1685, 2224, 1897, 1011]",[],0.0,0.0,[],0.0,0,[],0.0,0.0,[],0.0,0,[],0.0,0.0,[],0.0,0.0,[],0.0,0.0,[],0.0,0.0,[],0.0,0.0,[],0.0,0.0,[],0.0,0.0,[],0.0,0.0,[],0.0,0.0,[],0.0,0.0
17,28,"[27, 164]","[2326, 1916, 2211, 1604, 1196, 2369, 2212, 1503, 2429, 2237, 2027, 760, 1551, 858, 1898, 859, 642, 1959, 247, 2373, 1994, 1106, 811, 860, 1842, 1582, 1381, 2140, 1991, 10, 2363, 2256, 2522, 1911, 2210, 2341, 1915, 1648, 1522, 438, 800, 2371, 2108, 2223, 2306, 981, 2470, 136, 1800, 1627, 2351, 340, 1873, 550, 1892, 2459, 1333, 2144, 1893, 2311, 619, 1802, 932, 2454, 1613, 1029, 1209, 2290, 1489, 192, 2093, 1891, 1360, 1177, 147, 2517, 1338, 974, 1549, 1173, 2337, 1779, 151, 2346, 2098, 571, 6, 666, 1404, 1941, 461, 1657, 1704, 630, 1408, 1268, 1928, 2224, 1943, 223]",[],0.0,0.0,[],0.0,0,[],0.0,0.0,[],0.0,0,[],0.0,0.0,[],0.0,0.0,[],0.0,0.0,[],0.0,0.0,[],0.0,0.0,[],0.0,0.0,[],0.0,0.0,[],0.0,0.0,[],0.0,0.0,[],0.0,0.0
18,29,"[1079, 173]","[1489, 1870, 217, 1304, 1353, 2351, 2278, 1254, 1491, 1217, 2074, 2361, 522, 2140, 2360, 2196, 2337, 1490, 1000, 2485, 1573, 684, 609, 203, 1397, 1331, 1627, 2237, 585, 2484, 783, 1398, 2137, 1604, 1438, 638, 391, 2225, 1481, 1196, 1835, 1411, 376, 932, 1546, 1932, 788, 1745, 670, 917, 614, 1901, 769, 1985, 1898, 568, 524, 2042, 195, 1252, 2253, 131, 1300, 741, 1740, 1790, 2230, 2109, 2513, 726, 66, 483, 184, 981, 1275, 941, 666, 636, 1269, 2129, 1582, 1717, 61, 1976, 1076, 598, 2312, 356, 870, 2497, 2512, 2515, 480, 1157, 1364, 2183, 531, 2046, 724, 1869]",[],0.0,0.0,[],0.0,0,[],0.0,0.0,[],0.0,0,[],0.0,0.0,[],0.0,0.0,[],0.0,0.0,[],0.0,0.0,[],0.0,0.0,[],0.0,0.0,[],0.0,0.0,[],0.0,0.0,[],0.0,0.0,[],0.0,0.0
19,31,[182],"[2326, 609, 1916, 1604, 2142, 2211, 2212, 1029, 2429, 2311, 1786, 1063, 760, 1503, 1657, 1408, 1360, 2369, 2224, 1216, 666, 1928, 1790, 1768, 1551, 498, 1057, 2500, 1097, 1275, 642, 2058, 1076, 1959, 1115, 992, 2167, 522, 1381, 2140, 1930, 993, 1534, 1484, 1991, 1712, 858, 2042, 1576, 859, 781, 2129, 1990, 2144, 412, 1870, 2341, 1193, 2218, 1582, 833, 1911, 1000, 860, 1892, 1442, 1702, 2227, 371, 1121, 2242, 1802, 1460, 524, 1826, 2415, 480, 2373, 2159, 2459, 1416, 1179, 1613, 247, 2006, 2108, 1842, 2093, 1333, 1805, 1705, 974, 2340, 2312, 2292, 1994, 1935, 2522, 2470, 373]",[],0.0,0.0,[],0.0,0,[],0.0,0.0,[],0.0,0,[],0.0,0.0,[],0.0,0.0,[],0.0,0.0,[],0.0,0.0,[],0.0,0.0,[],0.0,0.0,[],0.0,0.0,[],0.0,0.0,[],0.0,0.0,[],0.0,0.0
20,36,"[82, 205]","[1489, 1604, 2211, 217, 642, 1481, 1304, 1353, 1779, 541, 1826, 2278, 1187, 172, 2256, 609, 1254, 1491, 2447, 2171, 1522, 1217, 2140, 2326, 1976, 2337, 2212, 2074, 2360, 2361, 2196, 461, 1573, 522, 1911, 2448, 684, 1484, 1503, 585, 858, 859, 496, 1916, 1891, 1397, 989, 1127, 465, 1251, 1121, 1438, 794, 1063, 1790, 391, 1398, 1786, 1893, 2093, 1490, 1364, 1551, 1211, 841, 2371, 2459, 783, 1941, 938, 1495, 2290, 1139, 1928, 1468, 2486, 2269, 1973, 1776, 788, 2432, 2515, 2328, 1360, 1657, 1837, 1196, 1582, 800, 1932, 2268, 2224, 195, 136, 337, 2119, 1600, 1142, 2245, 2347]",[],0.0,0.0,[],0.0,0,[],0.0,0.0,[],0.0,0,[],0.0,0.0,[],0.0,0.0,[],0.0,0.0,[],0.0,0.0,[],0.0,0.0,[],0.0,0.0,[],0.0,0.0,[],0.0,0.0,[],0.0,0.0,[],0.0,0.0
21,37,[864],"[2086, 283, 1604, 775, 1870, 1495, 2084, 2085, 2520, 1343, 757, 2326, 609, 1911, 796, 2211, 1318, 635, 2279, 886, 1919, 789, 1135, 1503, 1331, 213, 432, 2212, 2237, 1823, 2130, 1916, 2043, 828, 2459, 2290, 2266, 2341, 2055, 636, 1057, 1134, 1704, 279, 1133, 1943, 1203, 1404, 509, 1790, 1972, 1106, 2485, 1973, 495, 1551, 2119, 1288, 1802, 1915, 1136, 1036, 2432, 551, 277, 2517, 282, 833, 1701, 498, 2090, 2400, 1381, 2484, 2215, 376, 2369, 2404, 1521, 1605, 1849, 1150, 1835, 1702, 843, 1991, 1411, 1000, 2025, 2137, 1606, 1392, 1373, 858, 1757, 638, 1607, 614, 1338, 959]",[],0.0,0.0,[],0.0,0,[],0.0,0.0,[],0.0,0,[],0.0,0.0,[],0.0,0.0,[],0.0,0.0,[],0.0,0.0,[],0.0,0.0,[],0.0,0.0,[],0.0,0.0,[],0.0,0.0,[],0.0,0.0,[],0.0,0.0
22,38,"[66, 993]","[1489, 1604, 2211, 1582, 2027, 2212, 642, 1304, 1898, 2429, 1196, 609, 1254, 1873, 2278, 172, 2237, 1648, 1911, 1491, 858, 2337, 859, 1217, 1870, 571, 2140, 2074, 760, 1573, 2459, 2361, 2196, 522, 1829, 2326, 860, 888, 1331, 684, 1000, 461, 2311, 1029, 1503, 568, 1490, 1790, 2290, 203, 136, 551, 585, 1397, 2119, 2360, 2341, 981, 2016, 391, 1959, 686, 666, 993, 1704, 673, 2224, 2171, 1488, 1892, 1404, 2144, 1398, 2515, 1187, 1943, 6, 1193, 1148, 619, 1928, 2090, 2271, 1916, 1915, 2433, 1177, 2371, 1408, 938, 1495, 1168, 1076, 1932, 1338, 1802, 1211, 1364, 1106, 1132]",[],0.0,0.0,[],0.0,0,[],0.0,0.0,[],0.0,0,[],0.0,0.0,[],0.0,0.0,[],0.0,0.0,[],0.0,0.0,[],0.0,0.0,[],0.0,0.0,[],0.0,0.0,[],0.0,0.0,[993],0.5,0.01,[64],0.10181164814261427,0.0078125
23,40,[229],"[2212, 1300, 1196, 2326, 2086, 609, 1892, 1604, 1916, 2429, 1870, 283, 1349, 981, 2351, 2341, 1790, 923, 1582, 1178, 2444, 1254, 2291, 2129, 1869, 1685, 1702, 865, 866, 2297, 864, 992, 1421, 775, 1768, 2517, 917, 1898, 952, 1802, 1503, 1097, 1872, 44, 1994, 2210, 475, 2016, 1930, 2459, 1495, 2369, 937, 1338, 1850, 760, 2404, 704, 2500, 1779, 1873, 603, 626, 1987, 2256, 1101, 1299, 2084, 2227, 630, 2108, 1522, 1460, 1394, 2348, 792, 1942, 2316, 1718, 1551, 914, 1000, 279, 1173, 2085, 1179, 2027, 2520, 1911, 1360, 2119, 2485, 498, 1915, 1657, 227, 1076, 571, 993, 1381]",[],0.0,0.0,[],0.0,0,[],0.0,0.0,[],0.0,0,[],0.0,0.0,[],0.0,0.0,[],0.0,0.0,[],0.0,0.0,[],0.0,0.0,[],0.0,0.0,[],0.0,0.0,[],0.0,0.0,[],0.0,0.0,[],0.0,0.0
24,41,"[278, 341]","[1870, 1300, 609, 1604, 1489, 1768, 1097, 2326, 2256, 917, 1522, 1481, 1930, 498, 1790, 2212, 2485, 1994, 1076, 1916, 2142, 1178, 1976, 2129, 1891, 1495, 992, 1641, 636, 1503, 2108, 794, 1893, 1805, 1115, 1898, 2459, 2291, 1349, 483, 2484, 1941, 2312, 1416, 2027, 2058, 2464, 760, 1551, 2224, 620, 524, 1745, 2340, 993, 1788, 1242, 2016, 666, 1835, 2369, 1151, 485, 1411, 2140, 1582, 2227, 1347, 937, 741, 1928, 2230, 1648, 949, 670, 465, 1955, 217, 1142, 614, 1685, 1381, 1216, 2402, 496, 522, 916, 1251, 1576, 110, 1299, 2190, 1858, 726, 2167, 1689, 1985, 1773, 2043, 1231]",[],0.0,0.0,[],0.0,0,[],0.0,0.0,[],0.0,0,[],0.0,0.0,[],0.0,0.0,[],0.0,0.0,[],0.0,0.0,[],0.0,0.0,[],0.0,0.0,[],0.0,0.0,[],0.0,0.0,[],0.0,0.0,[],0.0,0.0
